transaction date,est_revenue,vod_revenue,est_trannx,vod_trannx,nr_est_rev,nr_vod_rev,lib_est_rev,lib_vod_rev,d2d_revenue,total_rev,discounted_rev,new_paids,ex_paids
00:00.0,654106.76,144121.04,46032,31940,385662.66,94235.09,208731.8,49885.95,15701.47,813939.26,112530.21,3014,60262
00:00.0,653868.9,143352.76,47432,31877,364595.93,91586.08,225526.88,51766.68,15452.93,812674.59,117090.95,2892,60633
00:00.0,1236608.9,293678.72,107991,63737,645567.52,202793.93,502698.9,90884.79,21573.09,1551860.71,343624.15,5369,120141
00:00.0,1161497.25,352161.7,90993,77012,652211.67,236250.33,430691.99,115911.37,26768.9,1540427.85,246226.04,6397,123991
00:00.0,1108134.88,397280.96,85312,87818,597027.56,254456.5,428324.87,142824.46,26495.37,1531911.21,235219.78,7391,129606
00:00.0,1083453.2,295326.67,81261,66491,609454.06,180581.84,383137.06,114744.83,24931.42,1403711.29,195476.47,5984,109705
00:00.0,845574.44,179868.22,62716,39583,510416.15,124712.55,267782.76,55155.67,13514.76,1038957.42,164075.11,3449,75688
00:00.0,579289.23,149636.59,43667,33701,301547.92,96945.06,215139.85,52691.53,13371.31,742297.13,100298.45,3003,58198
00:00.0,527191.37,138713.27,40648,31593,268547.58,87383.11,196071.05,51330.16,16469.1,682373.74,90897.23,2953,55335
00:00.0,891811.08,302398.86,65961,65457,476468.5,209678.19,331658.07,92720.67,23762.72,1217972.66,187795.7,5075,101477
00:00.0,977081.22,393785.99,71462,86974,523868.97,267096.89,373010.53,126689.1,23273.04,1394140.25,190742.83,6816,121963
00:00.0,753979.98,296071.21,55683,66584,371481.37,189898.16,298069.86,106173.05,21058.62,1071109.81,138563.8,5526,93984
00:00.0,485693.46,128658.04,37570,30227,247218.34,72833.27,177863.21,55824.77,13478.7,627830.2,83342.21,3026,52225
00:00.0,738821.5,191892.76,67034,40552,399413.11,141898.91,220529.77,49993.85,13789.9,944504.16,240884.95,3451,73622
00:00.0,548674.22,170999.75,47535,37219,265220.4,117001.79,194319.22,53997.96,13331.29,733005.26,150303.37,3439,61996
00:00.0,540464.36,161489.98,45707,35340,248440.98,108175.24,208995.64,53314.74,14879.14,716833.48,144085.14,3354,59570
00:00.0,1058680.62,355872.7,92853,75410,452777.24,249946.62,501278.81,105926.08,18511.96,1433065.28,419004.9,5719,119717
00:00.0,921204.78,432117.09,72986,91808,448643.95,302892.21,380242.6,129224.88,24232.79,1377554.66,250462.73,6740,124246
00:00.0,726251.13,324411.99,58796,70140,328969.33,218243.14,306322.33,106168.85,23485.52,1074148.64,192523.7,5653,97063
00:00.0,954983.03,137998.99,63923,31270,692339.56,82427.22,192049.29,55571.77,12998.66,1105980.68,120379.03,3094,74592
00:00.0,1051872.12,159231.14,71074,34506,763742.57,107551.73,205516.16,51679.41,13531.14,1224634.4,160217.4,2918,79409
00:00.0,657062.97,142702.97,47547,31550,406627.55,91607.99,178534.55,51094.98,13082.99,812848.93,112464.21,2929,60182
00:00.0,659583,147060.76,47384,32645,357870.33,92346.36,196471.82,54714.4,12337,818980.76,113458.38,2946,61637
00:00.0,1096029.08,305190.17,71969,64976,593384.77,210290.83,400256.43,94899.34,16701.19,1417920.44,286010.99,4759,106671
00:00.0,1049378.08,391920.6,69685,84114,584964.08,264039.42,372178.87,127881.18,23349.11,1464647.79,222419.58,6151,120396
00:00.0,837455,300236.08,57353,65837,409352.89,192287.27,331124.86,107948.81,20592.13,1158283.21,195661.96,5200,95518
00:00.0,519093.87,128483.53,37778,29314,237135.8,72703.08,207138.7,55780.45,13054.89,660632.29,132237.81,2736,51418
00:00.0,635581.35,145697.57,49476,31805,308020.53,94876.14,248105.65,50821.43,12386.78,793665.7,194505.33,2626,58192
00:00.0,515754.14,129548.99,40014,28873,223095.96,78749.1,206842.09,50799.89,11578.68,656881.81,132153.7,2467,50933
00:00.0,517686.26,129964.57,41814,29498,212222.16,77019.08,215950.92,52945.49,14018.25,661669.08,129323.17,2496,52968
00:00.0,866517.64,297322.35,62966,64011,424829.25,196719.03,338029.45,100603.32,15407.89,1179247.88,206288.45,4409,98023
00:00.0,973211.52,398464.92,69026,85869,479463.79,262058.5,390023.88,136406.42,23163.54,1394839.98,213391.28,6079,119185
00:00.0,745946.51,292778.94,54330,64807,336642.45,178794.6,314181.56,113984.34,21281.13,1060006.58,162604.89,5028,91902
00:00.0,636844.01,132195.27,44674,30612,338645.32,71462.06,208638.48,60733.21,13458.53,782497.81,113516.99,2899,57112
00:00.0,1044174.34,170544.94,88144,38116,609928.52,112302.15,357390.76,58242.79,13871.46,1228590.74,333934.97,3818,81894
00:00.0,684234.85,141763.41,57663,32904,354528.2,87090.05,258590.3,54673.36,12023.46,838021.72,203791.51,3448,62990
00:00.0,676255.58,141312.73,56568,33133,322984.51,82707.35,268339.75,58605.38,16613.57,834181.88,198713.91,3414,62621
00:00.0,1112473.04,286801.37,94604,63888,532963.25,185902.97,494087.69,100898.4,17770.18,1417044.59,412751.91,5329,111121
00:00.0,1088491,373888.6,84775,83687,543920.41,239656.65,458681.68,134231.95,22520.1,1484899.7,330509.14,6705,124394
00:00.0,840360.69,275283.05,66736,63646,368635.87,162922.73,383614.19,112360.32,20213.51,1135857.25,259726.68,5644,95836
00:00.0,529952.44,126000.43,45711,30562,181278.19,65364.69,241523.47,60635.74,11528.61,667481.48,161115.48,3217,54891
00:00.0,595925.79,156781.93,52377,34984,187948.53,99097.31,322686.87,57684.62,11900.54,764608.26,242831.15,2969,60875
00:00.0,492035,146899.13,40426,33224,171431.32,88207.69,238982.48,58691.44,11596.15,650530.28,149342.05,2819,54530
00:00.0,517515.1,153057.12,41511,34634,181684.66,90415.37,251623.74,62641.75,12405.91,682978.13,145690.92,2856,56920
00:00.0,1164664.71,307918.44,84048,66928,633136.78,200628.67,410675.55,107289.77,17013.54,1489596.69,268590.27,4890,113681
00:00.0,1034891.59,378224.94,73349,82855,539895.14,241384.86,401248.54,136840.08,21910.85,1435027.38,226020.77,6211,119856
00:00.0,867897.18,316979.01,63110,70913,402057.64,191331.54,363262.04,125647.47,20376.61,1205252.8,195035.3,5762,102275
00:00.0,717832.43,151212.55,52620,35320,403410.32,79600.43,227836.12,71612.12,13113.03,882158.01,122855.3,3170,68111
00:00.0,1009752.7,148683.82,84283,33292,553746.6,90958.92,376499.3,57724.9,11638.99,1170075.51,371718.09,2842,75934
00:00.0,735871.95,145262.99,59169,33056,354479.54,83870.06,296483.22,61392.93,13103.56,894238.5,239344.65,2884,65190
00:00.0,675941.25,142413.52,54946,32728,305455.17,80352.4,289916.51,62061.12,12041.46,830396.23,221576.48,2962,62300
00:00.0,1088213.07,285864.74,95026,63279,496227.37,176097.6,478686.73,109767.14,16800.7,1390878.51,412197.85,4787,110261
00:00.0,1146054.77,379304.82,92755,84295,536725.8,232268.04,506003.35,147036.78,23204.39,1548563.98,399161.92,6649,127736
00:00.0,908320.77,299052.22,74095,67735,391051.46,172111.61,413377.93,126940.61,22742.8,1230115.79,303549.85,5549,103313
00:00.0,547230.05,138549.73,48552,32745,216371.37,69981.04,246019.83,68568.69,14507.03,700286.81,172686.75,3134,59186
00:00.0,657646.81,149880.61,52874,34243,342821.58,91481.67,243479.84,58398.94,13827.55,821354.97,230346.42,3043,64044
00:00.0,506871.45,132920.57,41368,31036,230732.24,76468.03,208798.79,56452.54,11880.64,651672.66,161255.64,2984,54659
00:00.0,525744.45,142456.58,42780,33281,231188.81,79141.62,223831.15,63314.96,12295.06,680496.09,166026.31,3043,57527
00:00.0,839613.9,292742.76,69683,66847,396324.41,181662.06,363877.06,111080.7,15265.51,1147622.17,291141.29,5156,103059
00:00.0,907948.14,385238.49,71139,88126,433329.25,233854.57,393626.8,151383.92,21201.75,1314388.38,290645.47,6853,121325
00:00.0,747751.87,305283.08,58845,71037,316963.51,174417.05,343953.06,130866.03,18888.64,1071923.59,236461.98,6023,98784
00:00.0,518831.42,136649.54,43270,33231,244340.22,67524.5,204053.96,69125.04,10562.6,666043.56,135753.04,3226,57884
00:00.0,735453.53,134814.55,57405,32932,410384.43,66318.52,254780.14,68496.03,10993.75,881261.83,225016.62,3246,66203
00:00.0,595501.5,136752.12,48452,34038,286009.41,61830.25,242914.01,74921.87,11505.08,743758.7,187001.58,3494,61292
00:00.0,944637.7,218799.7,90638,55818,371919.4,85495.92,499529.43,133303.78,13549.09,1176986.49,494022.97,5594,101761
00:00.0,942600.1,284703.84,70899,66863,506337.96,158427.81,349314.32,126276.03,16479.23,1243783.17,202674.03,5307,104631
00:00.0,973813.05,356751.65,71498,83223,522819.65,205667.69,364731.1,151083.96,21742.88,1352307.58,186126.78,6853,118218
00:00.0,752423.44,263247.01,56369,62717,367635.63,142733.78,295745.83,120513.23,20900.41,1036570.86,140760.68,5465,90624
00:00.0,426071.58,113285.56,35801,28099,189145.63,53684.54,168055.6,59601.02,10370.05,549727.19,76735.46,2829,49285
00:00.0,731574.09,162771.85,78340,35249,266588.68,106930.94,370534.14,55840.91,9468.84,903814.78,301831.83,3288,68094
00:00.0,526788.66,140948.18,51758,31071,192604.15,85657.28,252984.07,55290.9,11311.12,679047.96,161429.39,2748,55644
00:00.0,521307.72,153721.82,48814,33929,196980.18,92888.28,245404.08,60833.54,9672.42,684701.96,140186.74,2948,57811
00:00.0,841194.3,329926.65,72977,69767,370055.83,216194.48,377956.31,113732.17,14359.9,1185480.85,214785.76,5049,103678
00:00.0,900976.53,420924.63,73047,89007,414365.29,275975.88,390666.12,144948.75,20295.97,1342197.13,192750.87,6500,120534
00:00.0,739411.35,329980.24,61196,71277,301909.15,203698.88,336125.48,126281.36,18485.67,1087877.26,157465.74,5403,98545
00:00.0,568737.3,180879.91,49890,39291,234097.37,98689.63,227169.58,82190.28,12012.21,761629.42,114700.83,2577,67299
00:00.0,576351.24,165751.05,48754,33956,298102.65,109009.83,201139.18,56741.22,7581.22,749683.51,113577.34,2013,60387
00:00.0,398124.48,129209.25,34467,26725,180968.06,81174.71,150537.79,48034.54,7186.34,534520.07,72216.4,1756,45817
00:00.0,402281.87,129267.84,35337,26904,170299.91,79461.45,161501.7,49806.39,7805.43,539355.14,72254.44,1772,46269
00:00.0,615669.1,274137.28,51873,54821,286353.26,187747.75,247875.63,86389.53,10089.52,899895.9,115007.8,2622,81729
00:00.0,672778.52,371907.91,52976,74295,326814.92,252709.2,263178.58,119198.71,15383.04,1060069.47,93948.7,3610,99571
00:00.0,557419.92,266388.71,46059,54240,233200.38,170012.25,237922.92,96376.46,13889.24,837697.87,88801.8,2937,76413
00:00.0,501240.78,112331.24,40784,24441,281683.42,63219.02,135346.66,49112.22,6679.97,620251.99,55601.36,2281,50050
00:00.0,637804.09,117145.22,49659,25497,373696.71,69580.29,190639.17,47564.93,7607.96,762557.27,113188.43,2359,53853
00:00.0,475675,112152.93,37631,24902,252026.97,62708.63,153500.66,49444.3,8565.97,596393.9,71319.99,2300,46623
00:00.0,570633.49,117547.2,42365,26121,347534.91,65706.12,155734.94,51841.08,7987.69,696168.38,64326.11,2437,52168
00:00.0,803776.22,248442.43,56822,52772,487165.71,156030.11,235747.78,92412.32,12461.14,1064679.79,90774.62,3848,85015
00:00.0,827281.88,335059.62,58782,71462,477060.3,210851.17,263312.77,124208.45,18710.37,1181051.87,92043.45,5133,100944
00:00.0,619997.05,244498.59,45748,53530,319044.75,141586.86,220583.47,102911.73,17998.14,882493.78,71694.01,4206,76721
00:00.0,503531.6,128256.04,39869,29014,286496.79,65893.01,142936.78,62363.03,11576.54,643364.18,46087.01,2639,53787
00:00.0,1182236.38,178325.36,126025,39207,526431.2,110303.82,458650.85,68021.54,12053.16,1372614.9,715504.35,3645,88049
00:00.0,1135629.02,239131.83,110208,52073,530108.45,148535.49,438902.1,90596.34,14012.26,1388773.11,621755.5,4257,100865
00:00.0,1718786.68,330368.08,168654,72539,769473.73,203588.46,760232.33,126779.62,16931.94,2066086.7,1122360.45,6377,138490
00:00.0,1733554.72,337499.88,171619,74612,772042.6,210791.1,758730.77,126708.78,20515.1,2091569.7,1131136.46,7312,140617
00:00.0,1035268.47,324850.35,94768,72669,472907.35,195548.87,418954.85,129301.48,21605.58,1381724.4,510784.08,6531,114037
00:00.0,792862.64,229828.21,74336,52690,321874.89,124945.36,341936.56,104882.85,17980.66,1040671.51,380932.88,5426,86880
00:00.0,1097001.31,100688.23,197219,24110,382027.09,48491.78,594377.66,52196.45,11553.83,1209243.37,700713.44,3379,77961
00:00.0,803662.53,115351.48,74571,26188,461047.85,64960.57,252146.76,50390.91,9925.43,928939.44,193545.65,2659,62275
00:00.0,559065.55,108100.54,51402,24899,283277.49,57181.28,196569.81,50919.26,10875.08,678041.17,121615.53,2635,51598
00:00.0,495480.76,102774.81,44624,23694,236432.34,53090.55,183090.86,49684.26,10876.57,609132.14,108716.08,2228,47813
00:00.0,772299.88,200524.05,66330,44296,382604.59,116341.02,291919.35,84183.03,13108.71,985932.64,194881.06,3646,78718
00:00.0,840334.5,275232.14,69001,61155,420636.36,158255.77,322384.72,116976.37,17375.28,1132941.92,195504.33,5024,94925
00:00.0,683690.87,223441.49,57703,50733,306288.85,119735.59,281245.52,103705.9,17084.33,924216.69,168477.43,4421,79270
00:00.0,408189.31,110269.91,37476,25730,157694.07,53139.7,165129.91,57130.21,10627.26,529086.48,99380.91,2544,46169
00:00.0,516929.94,170934.65,52097,36774,174998.25,116475.84,231207.62,54458.81,10063.42,697928.01,194553.54,3100,59066
00:00.0,422788.54,150107.24,40715,33224,141372.04,94867.41,193875.15,55239.83,9776.16,582671.94,135275.7,2985,52213
00:00.0,433293.09,146163.53,40117,32683,150868.62,89697.85,196930.21,56465.68,11031.1,590487.72,128725.41,2932,52276
00:00.0,906334.37,276654.52,90741,60346,269517.8,179049.27,510547.45,97605.25,13772.94,1196761.83,472078.5,4796,96966
00:00.0,901235.28,364028.88,79817,80038,330215.64,234489.47,454350.47,129539.41,18608.88,1283873.04,369183.48,6096,113539
00:00.0,745761.08,286575.44,67014,64884,234854.15,171431.76,394009.26,115143.68,16223.67,1048560.19,320316.73,5281,93264
00:00.0,742112.18,146474.33,59080,34012,410280.84,78501.44,241663.65,67972.89,10808.66,899395.17,193123.78,3270,67409
00:00.0,1343206.36,184509.66,135032,40266,634831.72,123530.05,451139.62,60979.61,12060.9,1539776.92,752648.33,3629,94526
00:00.0,807529.43,154902.55,80396,34807,358057.07,96735.89,304756.15,58166.66,10479.31,972911.29,434903.09,3158,71218
00:00.0,733386.22,166059.28,70643,37368,315298.26,101865.12,286259.56,64194.16,10538.89,909984.39,390664.84,3325,70600
00:00.0,982872.43,266483.96,91996,59090,432921.36,168072.47,390714.03,98411.49,12917.91,1262274.3,530258.51,4620,101047
00:00.0,983998.31,329709.14,90744,73315,425825.07,207026.73,417198.01,122682.41,17390.79,1331098.24,528897.14,5662,112677
00:00.0,961463.43,306700.98,86570,69547,429705.28,179627.46,396407.99,127073.52,16880.81,1285045.22,489243.76,5729,108880
00:00.0,964630.37,218549.02,80366,51004,522901.74,112577.2,323856.17,105971.82,12612.17,1195791.56,390617.98,4323,92884
00:00.0,1824827.7,318190.55,155810,76157,970862.03,139326.97,711928.53,178863.58,15961.21,2158979.46,967842.85,7246,146862
00:00.0,1904991.93,422483.14,163191,98097,998582.25,227248.07,735133.75,195235.07,18526.3,2346001.37,1049012.55,9864,165732
00:00.0,1002239.26,248857.89,79691,56318,561656.29,153987.63,301691.65,94870.26,17445.49,1268542.64,432656.64,5340,94717
00:00.0,1014572.9,255936.15,81537,57759,557849.76,161853.99,311655.58,94082.16,17686.63,1288195.68,444954.02,5399,96879
00:00.0,991549.35,296434.45,79120,66563,556371.74,190508.9,306509.12,105925.55,21822.51,1309806.31,423308.56,6174,103797
00:00.0,889937.31,270525.77,73440,61886,467864.88,164982.56,288691.63,105543.21,21512.35,1181975.43,385426.16,5976,95982
00:00.0,729288.46,197782.13,60792,46011,367527.1,114723.62,242533.04,83058.51,22470.79,949541.38,322208.12,4581,76143
00:00.0,1600228.69,299328.8,130460,69494,844954.75,189775.18,565112.2,109553.62,42672.77,1942230.26,735771.61,6720,128236
00:00.0,1473310.43,329444.61,119243,73498,725749.59,200492.45,526898.89,128952.16,63717.12,1866472.16,642289.28,7363,127473
00:00.0,791273.12,169686.84,63231,39270,379483.39,92496.77,261334.97,77190.07,32105.64,993065.6,309214.39,4440,72077
00:00.0,1035730.14,246516.2,83387,55293,536444.79,146426.94,332934.15,100089.26,32302.76,1314549.1,432176.63,5545,98364
00:00.0,980071.76,282384.6,78081,63602,501527.42,167460.77,327113.87,114923.83,34024.51,1296480.87,372455.91,6520,102645
00:00.0,801906.14,219883.07,64591,50503,380401.24,123082.46,268560.63,96800.61,28269.35,1050058.56,309984.32,5294,83605
00:00.0,502995.77,114344.3,42126,26902,213670.22,59715.82,172721.51,54628.48,16955.61,634295.68,200224.5,3115,49166
00:00.0,526045.71,179875.92,41661,40027,192268.19,128761.38,194697.39,51114.54,16858.1,722779.73,183954.57,4199,58899
00:00.0,446676.74,151452.1,34735,33660,166557.62,99970.72,166335.87,51481.38,17404.99,615533.83,124851.94,3611,50930
00:00.0,463539.37,149385.23,35703,32990,171627.53,94612.57,172587.98,54772.66,15760.3,628684.9,122123.17,3389,51649
00:00.0,844594.45,328410.09,78348,69596,325310.74,227253.49,366658.39,101156.6,21573.65,1194578.19,305112.75,5950,103377
00:00.0,882867.14,408222.96,72964,87565,360277.69,273050.16,371815.11,135172.8,53696.73,1344786.83,248030.72,7665,117711
00:00.0,671973.89,281001.68,56764,61691,249561.99,176973.64,286007.55,104028.04,43662.35,996637.92,190822.12,5854,86702
00:00.0,595900.05,132696.8,44023,29782,347120.09,79700.23,157071.8,52996.57,17074.87,745671.72,111863.55,3266,55070
00:00.0,800878.28,178851.7,56435,37506,467230.62,126893.65,212730.93,51958.05,16472.29,996202.27,191761.95,3386,68358
00:00.0,585916.77,154764.81,43964,32987,283746.93,104145.14,181734.68,50619.67,18651.56,759333.14,149911.33,3183,57182
00:00.0,581233.09,166286.42,43318,35811,261261.51,108774.11,199743.97,57512.31,16344.37,763863.88,151876.77,3415,59452
00:00.0,1037001.73,353421.59,94972,73182,433358.21,248321,460620.75,105100.59,24230.07,1414653.39,377304.14,5673,113771
00:00.0,1040754.29,464218.75,85521,96683,461935.77,323937.79,438258.95,140280.96,29702.96,1534676,310834.82,7598,130712
00:00.0,788992.98,343245.9,65046,73381,329167.16,221968.04,336599.52,121277.86,25865.9,1158104.78,232809.64,5941,101277
00:00.0,652877.47,197500.46,53596,43364,315869.25,118339.57,231161.51,79160.89,21075.46,871453.39,163600.84,3904,71406
00:00.0,637763.32,181659.91,47491,37819,385438.2,129641.54,173339.83,52018.37,13997.79,833421.02,116089.32,2845,64365
00:00.0,496885.93,165649.37,37974,35168,257014.81,112176.15,161366.46,53473.22,13802.96,676338.26,90503.89,2903,56179
00:00.0,500417.86,161202.99,38455,34524,239766.02,106101.28,175417.86,55101.71,14657.37,676278.22,93924.79,2893,55728
00:00.0,863295.12,327799.73,77706,67760,405891.09,229950.32,362613.33,97849.41,18775.04,1209869.89,251148.3,4682,103319
00:00.0,937248.76,459003.04,75001,95099,458441.1,320603.81,374450.2,138399.23,27372.91,1423624.71,217847.7,6524,126709
00:00.0,711258.99,326881.15,58286,69186,316250.77,216571.95,295758.42,110309.2,22643.78,1060783.92,166000.6,5116,95156
00:00.0,426958.06,138106.48,37102,30663,180850.36,81493.65,175233.35,56612.83,12460.71,577525.25,101901.25,2690,49639
00:00.0,593529.98,181803.05,44420,37787,344413.88,129707.39,177374.47,52095.66,12744.32,788077.35,108994.04,2779,63365
00:00.0,482471.25,163579.93,37839,34670,238516.22,111109.41,166776.56,52470.52,12672.4,658723.58,89702.75,2806,55736
00:00.0,506526.81,167123.24,38897,35760,240845.22,110259.72,185375.5,56863.52,14711.06,688361.11,97510.14,2869,57444
00:00.0,998705.76,339661.19,95986,70937,430583.22,238282.03,460130.94,101379.16,22735.77,1361102.72,359651.09,5037,112737
00:00.0,1086935.39,480572.21,92125,100370,517607.41,335741.74,457782.33,144830.47,23224.13,1590731.73,312366.51,7193,138633
00:00.0,632725.46,226867.67,57469,49250,244566.12,144332.89,300883.5,82534.78,20192.85,879785.98,205675.81,4048,75636
00:00.0,618036.11,155444.91,52938,34175,315331.13,94960.64,225950.51,60484.27,13381.43,786862.45,151467.27,2958,62178
00:00.0,858111.77,165465.17,68272,35169,527891.62,111381.62,251328.56,54083.55,10793.51,1034370.45,262100.15,2982,72243
00:00.0,664231.69,168477.4,52247,36386,368641.26,108764.58,215285.2,59712.82,12456.18,845165.27,185803.73,3118,65324
00:00.0,746887.18,165873.46,56616,36125,445024.56,104671.41,220471.2,61202.05,11979.93,924740.57,174904.97,3284,70071
00:00.0,1104370.18,326941.21,82173,68216,670205.58,224942.36,323883.98,101998.85,17503.11,1448814.5,284084.1,5016,114155
00:00.0,1199164.88,443255.45,87234,92659,725516.7,305996.08,361164.85,137259.37,24128.62,1666548.95,297531.11,7038,136638
00:00.0,945018.68,344300.59,70237,73252,540491,227370.26,298965.63,116930.33,21555.19,1310874.46,250793.96,5929,109571
00:00.0,593232.48,161425.03,45605,35159,326567.06,101786.65,188856.73,59638.38,11721.93,766379.44,160812.21,3471,61624
00:00.0,1079140.43,162636.49,72514,34597,759069.37,109473.06,224086.04,53163.43,12170.24,1253947.16,197666.76,3858,81975
00:00.0,787344.45,149008.62,58176,32147,470747.35,94978.66,225786.69,54029.96,11514.61,947867.68,176879.4,3410,67367
00:00.0,760686.31,157281.89,55957,34212,437906.34,97131,231141.96,60150.89,13057,931025.2,169931.47,3412,67798
00:00.0,1333702.43,399224.02,93400,82739,843513.64,279299.04,373648.52,119924.98,14635.56,1747562.01,291736.85,7476,135904
00:00.0,1193759.44,445241.03,80865,92703,730481.53,307691.82,346733.74,137549.21,22799.79,1661800.26,202781.97,8068,135114
00:00.0,968040.55,375556.94,66990,79792,554584.57,244675.72,301551.04,130881.22,21347.35,1364944.84,167471.42,6988,114394
00:00.0,597953.49,178858.27,43665,39538,312714.76,102691.59,194685.52,76166.68,14771.67,791583.43,120019.2,3808,64596
00:00.0,698381.94,177729.65,62319,37609,326325.23,120559.25,279170.72,57170.4,11622.49,887734.08,250448.35,3094,66351
00:00.0,549205.05,152415.35,45341,32845,249714.9,98332.97,214399.48,54082.38,10878.84,712499.24,142303.84,2959,56433
00:00.0,586214.79,172970.65,46695,37337,261451.99,109830.79,231767.64,63139.86,12471.17,771656.61,138876.86,3193,61366
00:00.0,956570.95,329645.43,83663,68270,429183.59,229691.09,414042.98,99954.34,16240.57,1302456.95,293535.46,5076,110124
00:00.0,1053066.87,448925.54,82233,92996,522698.15,312908.73,413000.12,136016.81,24196.85,1526189.26,248066.57,6926,130802
00:00.0,834747,342652.49,66633,72709,367588.52,225346.16,348488.56,117306.33,20153.1,1197552.59,198535.76,5854,103817
00:00.0,544435.99,141764.36,44670,31552,231516.38,81145.38,197303.81,60618.98,10492.54,696692.89,109976,2999,56990
00:00.0,718727.3,186140.6,69202,39107,311150.19,130780.42,299165.06,55360.18,12602.61,917470.51,194289.59,3687,70474
00:00.0,696417.29,178939.36,58226,37973,292637.25,120393.48,282575.7,58545.88,13102.82,888459.47,139430.05,3498,65660
00:00.0,644484.07,175064.46,53228,37542,264636.78,114386.14,267391.06,60678.32,12939.57,832488.1,122679.38,3502,63751
00:00.0,971669.65,368070.2,76803,75521,418901.34,266642.35,418404.33,101427.85,16477.88,1356217.73,222107.35,5685,111401
00:00.0,1070952.3,500059.8,81938,102780,468855.87,361107.6,461530.07,138952.2,20623.68,1591635.78,218937.02,7790,137702
00:00.0,878928.01,367038.38,66908,77122,366396.05,248634.68,380898.37,118403.7,20216.75,1266183.14,170207.38,6203,106811
00:00.0,844854.51,149068.84,60166,32869,527674.79,88456.4,221051.93,60612.44,10957.85,1004881.2,99511.36,3222,70248
00:00.0,1147031.34,151893.66,92394,32994,700170.61,95928.53,343667.71,55965.13,11960.05,1310885.05,254894.81,3314,81207
00:00.0,775461.83,145196.45,60637,31996,425019.64,88144.26,256330.63,57052.19,11519.4,932177.68,153001.64,3309,64988
00:00.0,705414.47,147825.29,55081,32542,367227.45,88300.07,243361.59,59525.22,12260.95,865500.71,129728.6,3215,62567
00:00.0,1054322.15,297310.12,78060,62247,604982.09,198977.91,340234.78,98332.21,15292.37,1366924.64,183570.27,4846,103939
00:00.0,1120684.42,405653.33,80268,84768,646508.54,275846.03,361508.92,129807.3,20398.95,1546736.7,166836.82,6729,124889
00:00.0,870408.33,301451.28,63314,64426,458624.03,191815.34,304355.46,109635.94,19275.61,1191135.22,132192.49,5408,96468
00:00.0,702577.51,144057.41,52603,32216,418875.39,79788.75,194775.88,64268.66,11411.94,858046.86,89446.43,3222,63992
00:00.0,996640.2,171965.85,79683,37097,600742.48,113949.56,290166.23,58016.29,10956.49,1179562.54,326820.75,3356,79758
00:00.0,719192.76,160447.67,55991,34814,399223.64,101704.18,225509.62,58743.49,11227.24,890867.67,183925.01,3000,66240
00:00.0,769999.13,192584.75,60106,41756,404441.6,121797.09,267963.01,70787.66,11103.04,973686.92,194238.53,3395,74361
00:00.0,1712361.6,392959.46,118391,82670,980719.26,269378.36,579813.97,123581.1,16953.53,2122274.59,480264.37,6516,146986
00:00.0,2305386.27,550828.22,136849,118251,1493599.57,376622.16,654843.8,174206.06,26174.51,2882389,380221.12,10188,192495
00:00.0,1487520.57,419794.39,95808,92644,860133.9,261642.37,494563.12,158152.02,25322.06,1932637.02,285107.82,8248,142401
00:00.0,895714.78,231682.17,62451,52961,466537.71,126413.82,320375.44,105268.35,14059.19,1141456.14,187306.01,5176,88181
00:00.0,1131946.95,322568.62,82547,73358,610612.31,217536.82,415990.33,105031.8,16201.82,1470717.39,355939.76,6412,113897
00:00.0,964932.81,323555.79,69001,74925,496268.15,209025.43,360543.35,114530.36,15487.91,1303976.51,256712.05,6758,108058
00:00.0,1017673.42,353964.12,72524,79388,502547.97,223892.27,397991.74,130071.85,16441.99,1388079.53,275606.49,6934,113352
00:00.0,2058746.62,884033.25,131771,136543,1388903.44,707646.6,526647.95,176386.65,20988.53,2963768.4,400883.27,12619,200799
00:00.0,2254196.06,1102124.73,143606,178003,1487719.95,865141.35,609602.45,236983.38,30967.76,3387288.55,452563.23,17389,238407
00:00.0,1565749.44,820080.74,103026,139396,922330.98,605516.63,492921.75,214564.11,29696.61,2415526.79,348960.89,13901,181220
00:00.0,1375896.1,415784.67,90516,76074,939455.02,279134.85,315632.04,136649.82,17125.94,1808806.71,216111.49,8243,123977
00:00.0,2072965.88,435388.23,132320,77946,1501877.78,303754.54,425877.56,131633.69,17808.23,2526162.34,354052.33,8451,148225
00:00.0,1444125.28,394473.96,95573,71897,926021.79,265209.05,390568.04,129264.91,17731.03,1856330.27,288453.16,7961,123149
00:00.0,1426465.42,402029.9,95535,73126,889836.71,268490.26,399537.68,133539.64,18272.8,1846768.12,293303.12,8088,124291
00:00.0,2094111.74,661992.91,137541,107614,1374084,489791.08,539986.43,172201.83,23074.3,2779178.95,433611.75,11820,180261
00:00.0,2226567.31,894825.65,144653,147586,1426988.57,658898.07,608911.82,235927.58,31658.31,3153051.27,455135.08,16470,215390
00:00.0,1589848.01,634369.8,106044,109326,930302.91,435809.79,492381.11,198560.01,30710.75,2254928.56,358317.08,12217,160726
00:00.0,1438282.41,342922.68,94279,63287,942248.61,211532.31,349829,131390.37,19570.74,1800775.83,257786.67,7505,119660
00:00.0,2031995.44,395335.93,136022,73811,1430197.31,260860.5,457569.69,134475.43,21206.21,2448537.58,421606.41,8994,147708
00:00.0,1575741.12,365089.2,107159,66074,1013601.53,237031.74,416848.68,128057.46,19892.8,1960723.12,332605.84,8497,124193
