Date,Age: 18-29,Age: 18-29- Significance Test (Change),Age: 30-44,Age: 30-44- Significance Test (Change),Age: 45-64,Age: 45-64- Significance Test (Change),Age: 65+,Age: 65+- Significance Test (Change),Generation: GenZers,Generation: GenZers- Significance Test (Change),Generation: Millennials,Generation: Millennials- Significance Test (Change),Generation: GenXers,Generation: GenXers- Significance Test (Change),Generation: Boomers,Generation: Boomers- Significance Test (Change),Generation: Early Boomers,Generation: Early Boomers- Significance Test (Change),Gender: Female,Gender: Female- Significance Test (Change),Gender: Male,Gender: Male- Significance Test (Change),,Age: 18-29 (n),Age: 18-29 (MOE),Age: 30-44 (n),Age: 30-44 (MOE),Age: 45-64 (n),Age: 45-64 (MOE),Age: 65+ (n),Age: 65+ (MOE),Generation: GenZers (n),Generation: GenZers (MOE),Generation: Millennials (n),Generation: Millennials (MOE),Generation: GenXers (n),Generation: GenXers (MOE),Generation: Boomers (n),Generation: Boomers (MOE),Generation: Early Boomers (n),Generation: Early Boomers (MOE),Gender: Female (n),Gender: Female (MOE),Gender: Male (n),Gender: Male (MOE),Country,Brand,Response
2020-10-05,0.3006,,0.2353,,0.1386,,0.0683,,0.3679,,0.2191,,0.2000,,0.0927,,0.0807,,0.1491,,0.2175,,,358,0.0518,413,0.0482,523,0.0429,345,0.0528,203,0.0688,419,0.0479,418,0.0479,519,0.0430,239,0.0634,814,0.0343,824,0.0341,us,Twitter,Daily Users
2020-10-12,0.3153,,0.2035,,0.1573,,0.0714,,0.3682,,0.2114,,0.1913,,0.1135,,0.0854,,0.1454,,0.2281,,,314,0.0553,360,0.0517,478,0.0448,304,0.0562,173,0.0745,374,0.0507,370,0.0509,467,0.0453,214,0.0670,763,0.0355,693,0.0372,us,Twitter,Daily Users
2020-10-19,0.2597,,0.2747,0.0712,0.1671,,0.0734,,0.2525,-0.1156,0.2841,0.0728,0.2214,,0.0976,,0.0683,,0.1549,,0.2357,,,316,0.0551,365,0.0513,506,0.0436,294,0.0572,164,0.0765,396,0.0492,384,0.0500,470,0.0452,202,0.0690,751,0.0358,731,0.0362,us,Twitter,Daily Users
2020-10-26,0.2836,,0.2114,,0.1380,,0.0690,,0.2783,,0.2269,,0.1912,,0.0984,,0.0739,,0.1447,,0.2059,,,321,0.0547,354,0.0521,510,0.0434,284,0.0582,171,0.0749,380,0.0503,379,0.0503,473,0.0451,192,0.0707,760,0.0355,708,0.0368,us,Twitter,Daily Users
2020-11-02,0.2660,,0.1708,,0.0774,-0.0606,0.0399,,0.3306,,0.1542,-0.0727,0.1465,,0.0506,-0.0478,0.0356,,0.1168,,0.1511,-0.0548,,198,0.0696,232,0.0643,353,0.0522,165,0.0763,115,0.0914,230,0.0646,244,0.0627,323,0.0545,112,0.0926,496,0.0440,452,0.0461,us,Twitter,Daily Users
2020-11-09,0.2474,,0.2459,0.0751,0.1303,0.0529,0.0726,,0.2910,,0.2379,0.0837,0.1823,,0.0922,0.0416,0.0928,,0.1185,,0.2331,0.0820,,243,0.0629,375,0.0506,425,0.0475,280,0.0586,144,0.0817,375,0.0506,288,0.0577,447,0.0464,183,0.0724,702,0.0370,622,0.0393,us,Twitter,Daily Users
2020-11-16,0.2348,,0.2088,,0.1439,,0.0870,,0.3299,,0.1817,,0.2109,,0.0868,,0.0907,,0.1273,,0.2201,,,237,0.0637,348,0.0525,413,0.0482,259,0.0609,119,0.0898,359,0.0517,305,0.0561,424,0.0476,176,0.0739,715,0.0366,542,0.0421,us,Twitter,Daily Users
2020-11-23,0.2991,,0.2320,,0.1343,,0.0664,,0.3566,,0.2321,,0.2053,,0.0715,,0.0746,,0.1502,,0.2202,,,292,0.0574,322,0.0546,422,0.0477,252,0.0617,176,0.0739,338,0.0533,306,0.0560,425,0.0475,182,0.0726,688,0.0374,601,0.0400,us,Twitter,Daily Users
2020-11-30,0.3120,,0.2617,,0.1327,,0.0577,,0.3510,,0.2387,,0.2175,,0.0805,,0.0657,,0.1228,,0.2496,,,258,0.0610,303,0.0563,427,0.0474,256,0.0612,141,0.0825,339,0.0532,312,0.0555,391,0.0496,176,0.0739,626,0.0392,619,0.0394,us,Twitter,Daily Users
2020-12-07,0.2138,-0.0982,0.2074,,0.1549,,0.0403,,0.3060,,0.1751,,0.1828,,0.0945,,0.0428,,0.1144,,0.1977,-0.0519,,230,0.0646,247,0.0624,437,0.0469,269,0.0598,109,0.0939,300,0.0566,283,0.0583,428,0.0474,193,0.0705,661,0.0381,522,0.0429,us,Twitter,Daily Users
2020-12-14,0.2383,,0.2314,,0.1256,,0.0801,,0.2413,,0.2661,0.0910,0.1384,,0.0982,,0.0974,,0.1317,,0.2112,,,243,0.0629,273,0.0593,397,0.0492,200,0.0693,127,0.0870,309,0.0558,301,0.0565,331,0.0539,138,0.0834,605,0.0398,508,0.0435,us,Twitter,Daily Users
2020-12-21,0.2245,,0.1949,,0.1295,,0.0350,,0.2419,,0.1922,-0.0739,0.1728,,0.0694,,0.0358,-0.0617,0.1129,,0.1909,,,281,0.0585,336,0.0535,451,0.0461,244,0.0627,158,0.0780,357,0.0519,347,0.0526,403,0.0488,177,0.0737,704,0.0369,607,0.0398,us,Twitter,Daily Users
2020-12-28,0.2393,,0.2210,,0.1352,,0.0661,,0.2375,,0.2502,,0.1737,,0.0787,,0.0780,,0.1267,,0.2015,,,282,0.0584,339,0.0532,480,0.0447,288,0.0577,145,0.0814,376,0.0505,336,0.0535,481,0.0447,207,0.0681,716,0.0366,672,0.0378,us,Twitter,Daily Users
2021-01-04,0.2230,,0.2196,,0.1398,,0.0333,,0.2027,,0.2502,,0.1663,,0.0689,,0.0331,,0.1229,,0.1882,,,284,0.0582,350,0.0524,481,0.0447,297,0.0569,189,0.0713,369,0.0510,328,0.0541,461,0.0456,171,0.0749,742,0.0360,672,0.0378,us,Twitter,Daily Users
2021-01-11,0.2673,,0.2499,,0.1172,,0.0495,,0.2494,,0.2768,,0.1434,,0.0808,,0.0669,,0.1275,,0.2032,,,285,0.0581,321,0.0547,478,0.0448,289,0.0576,206,0.0683,333,0.0537,304,0.0562,479,0.0448,181,0.0728,691,0.0373,681,0.0376,us,Twitter,Daily Users
2021-01-18,0.2466,,0.2467,,0.1140,,0.0246,,0.2783,,0.2498,,0.1366,,0.0628,,0.0192,,0.1039,,0.2239,,,256,0.0612,336,0.0535,434,0.0470,238,0.0635,153,0.0792,372,0.0508,301,0.0565,396,0.0492,156,0.0785,681,0.0376,584,0.0406,us,Twitter,Daily Users
2021-01-25,0.2366,,0.2098,,0.1238,,0.0639,,0.2739,,0.2174,,0.1576,,0.0751,,0.0722,0.0530,0.1264,,0.1850,,,311,0.0556,340,0.0531,474,0.0450,306,0.0560,195,0.0702,371,0.0509,316,0.0551,501,0.0438,214,0.0670,710,0.0368,722,0.0365,us,Twitter,Daily Users
2021-02-01,0.2728,,0.2138,,0.1139,,0.0503,,0.3052,,0.2292,,0.1398,,0.0741,,0.0598,,0.1256,,0.1996,,,273,0.0593,328,0.0541,419,0.0479,249,0.0621,167,0.0758,349,0.0525,311,0.0556,404,0.0488,172,0.0747,654,0.0383,615,0.0395,us,Twitter,Daily Users
2021-02-08,0.2928,,0.2485,,0.1108,,0.0688,,0.3536,,0.2440,,0.1513,,0.0758,,0.0744,,0.1301,,0.2246,,,264,0.0603,320,0.0548,420,0.0478,257,0.0611,175,0.0741,335,0.0535,298,0.0568,392,0.0495,148,0.0806,659,0.0382,602,0.0399,us,Twitter,Daily Users
2021-02-15,0.2293,,0.2638,,0.1170,,0.0700,,0.2471,-0.1065,0.2529,,0.1705,,0.0707,,0.0549,,0.1308,,0.2118,,,281,0.0585,318,0.0550,453,0.0460,229,0.0648,172,0.0747,365,0.0513,320,0.0548,388,0.0498,139,0.0831,666,0.0380,615,0.0395,us,Twitter,Daily Users
2021-02-22,0.2918,,0.1940,,0.1118,,0.0538,,0.2890,,0.2375,,0.1326,,0.0686,,0.0324,,0.1414,,0.1722,,,224,0.0655,278,0.0588,408,0.0485,228,0.0649,140,0.0828,305,0.0561,271,0.0595,383,0.0501,153,0.0792,612,0.0396,527,0.0427,us,Twitter,Daily Users
2021-03-01,0.2609,,0.2913,0.0973,0.0930,,0.0524,,0.2876,,0.2840,,0.1301,,0.0614,,0.0589,,0.1256,,0.2229,0.0507,,213,0.0671,330,0.0539,401,0.0489,247,0.0624,107,0.0947,380,0.0503,297,0.0569,360,0.0517,153,0.0792,653,0.0384,538,0.0423,us,Twitter,Daily Users
2021-03-08,0.3355,,0.2121,-0.0792,0.1208,,0.0585,,0.3851,,0.2341,,0.1605,,0.0703,,0.0432,,0.1372,,0.2206,,,219,0.0662,303,0.0563,338,0.0533,225,0.0653,117,0.0906,353,0.0522,234,0.0641,338,0.0533,140,0.0828,570,0.0410,514,0.0432,us,Twitter,Daily Users
2021-03-15,0.3614,,0.2185,,0.1209,,0.0470,,0.3792,,0.2371,,0.2146,,0.0502,,0.0367,,0.1160,,0.2453,,,209,0.0678,309,0.0558,325,0.0544,241,0.0631,128,0.0866,329,0.0540,228,0.0649,341,0.0531,140,0.0828,558,0.0415,526,0.0427,us,Twitter,Daily Users
2021-03-22,0.2584,,0.2801,,0.1130,,0.0451,,0.2379,-0.1413,0.3002,,0.1743,,0.0627,,0.0558,,0.1498,,0.1904,-0.0549,,142,0.0822,256,0.0612,304,0.0562,188,0.0715,96,0.1000,239,0.0634,212,0.0673,306,0.0560,110,0.0934,446,0.0464,444,0.0465,us,Twitter,Daily Users
2021-03-29,0.2555,,0.2800,,0.1064,,0.0398,,0.2648,,0.2708,,0.1774,,0.0685,,0.0367,,0.1460,,0.2020,,,306,0.0560,285,0.0581,398,0.0491,221,0.0659,218,0.0664,279,0.0587,277,0.0589,394,0.0494,150,0.0800,630,0.0390,581,0.0407,us,Twitter,Daily Users
2021-04-05,0.3308,,0.2491,,0.1089,,0.0630,,0.3494,,0.2776,,0.1358,,0.0869,,0.0786,,0.1657,,0.2034,,,228,0.0649,302,0.0564,377,0.0505,211,0.0675,157,0.0782,288,0.0577,289,0.0576,330,0.0539,129,0.0863,592,0.0403,527,0.0427,us,Twitter,Daily Users
2021-04-12,0.2364,-0.0944,0.2322,,0.1132,,0.0226,,0.2280,-0.1215,0.2501,,0.1553,,0.0480,,0.0229,,0.1243,,0.1810,,,180,0.0730,230,0.0646,341,0.0531,172,0.0747,124,0.0880,262,0.0605,191,0.0709,314,0.0553,114,0.0918,507,0.0435,417,0.0480,us,Twitter,Daily Users
2021-04-19,0.2893,,0.3052,,0.1217,,0.0477,,0.2434,,0.3349,0.0848,0.1938,,0.0691,,0.0459,,0.1529,,0.2292,,,292,0.0574,246,0.0625,378,0.0504,230,0.0646,190,0.0711,283,0.0583,244,0.0627,378,0.0504,138,0.0834,605,0.0398,541,0.0421,us,Twitter,Daily Users
2021-04-26,0.2733,,0.2604,,0.1205,,0.0609,,0.3342,,0.2455,-0.0894,0.1838,,0.0648,,0.0669,,0.1441,,0.2130,,,267,0.0600,310,0.0557,488,0.0444,223,0.0656,172,0.0747,324,0.0544,318,0.0550,437,0.0469,148,0.0806,701,0.0370,587,0.0404,us,Twitter,Daily Users
2021-05-03,0.2142,,0.1774,-0.0831,0.1131,,0.0536,,0.2110,-0.1232,0.1839,,0.1642,,0.0687,,0.0533,,0.1017,-0.0424,0.1744,,,227,0.0650,273,0.0593,398,0.0491,237,0.0637,154,0.0790,283,0.0583,260,0.0608,391,0.0496,156,0.0785,593,0.0402,542,0.0421,us,Twitter,Daily Users
2021-05-10,0.2758,,0.2368,,0.1062,,0.0609,,0.2823,,0.2492,,0.1410,,0.0835,,0.0688,,0.1135,,0.2170,,,263,0.0604,348,0.0525,449,0.0462,263,0.0604,175,0.0741,369,0.0510,285,0.0581,438,0.0468,165,0.0763,661,0.0381,662,0.0381,us,Twitter,Daily Users
2021-05-17,0.2439,,0.2595,,0.1432,,0.0445,,0.2616,,0.2651,,0.1842,,0.0744,,0.0454,,0.1310,,0.2178,,,286,0.0579,347,0.0526,466,0.0454,268,0.0599,200,0.0693,352,0.0522,326,0.0543,443,0.0466,167,0.0758,683,0.0375,684,0.0375,us,Twitter,Daily Users
2021-05-24,0.2939,,0.2516,,0.1138,,0.0806,,0.3239,,0.2543,,0.1736,,0.0854,,0.1050,,0.1277,,0.2443,,,293,0.0573,332,0.0538,429,0.0473,267,0.0600,178,0.0735,389,0.0497,267,0.0600,427,0.0474,174,0.0743,710,0.0368,611,0.0396,us,Twitter,Daily Users
2021-05-31,0.2070,-0.0869,0.2004,,0.0953,,0.0632,,0.1951,-0.1287,0.2177,,0.1334,,0.0684,,0.0657,,0.1201,,0.1662,-0.0780,,293,0.0573,351,0.0523,450,0.0462,243,0.0629,191,0.0709,378,0.0504,290,0.0575,435,0.0470,161,0.0772,717,0.0366,621,0.0393,us,Twitter,Daily Users
2021-06-07,0.2805,,0.2300,,0.0910,,0.0430,,0.3627,0.1676,0.2190,,0.1445,,0.0529,,0.0338,,0.1145,,0.2064,,,266,0.0601,347,0.0526,434,0.0470,236,0.0638,157,0.0782,353,0.0522,327,0.0542,385,0.0499,134,0.0847,660,0.0381,622,0.0393,us,Twitter,Daily Users
2021-06-14,0.2283,,0.2720,,0.1186,,0.0579,,0.2684,,0.2706,,0.1400,,0.0775,,0.0763,,0.1232,,0.2180,,,218,0.0664,302,0.0564,414,0.0482,220,0.0661,143,0.0820,321,0.0547,280,0.0586,363,0.0514,138,0.0834,610,0.0397,543,0.0421,us,Twitter,Daily Users
2021-06-21,0.2552,,0.1839,-0.0882,0.1122,,0.0849,,0.2992,,0.1936,-0.0770,0.1507,,0.0825,,0.1169,,0.1303,,0.1803,,,240,0.0633,303,0.0563,425,0.0475,214,0.0670,158,0.0780,304,0.0562,273,0.0593,394,0.0494,124,0.0880,605,0.0398,577,0.0408,us,Twitter,Daily Users
2021-06-28,0.2520,,0.2471,,0.1255,,0.0714,,0.2736,,0.2430,,0.1835,,0.0837,,0.0972,,0.1272,,0.2151,,,254,0.0615,304,0.0562,466,0.0454,261,0.0607,150,0.0800,334,0.0536,302,0.0564,454,0.0460,158,0.0780,685,0.0374,600,0.0400,us,Twitter,Daily Users
2021-07-05,0.2831,,0.2149,,0.1273,,0.0367,,0.3112,,0.2120,,0.1959,,0.0582,,0.0569,,0.1468,,0.1877,,,271,0.0595,346,0.0527,423,0.0476,247,0.0624,169,0.0754,382,0.0501,287,0.0578,402,0.0489,150,0.0800,674,0.0377,613,0.0396,us,Twitter,Daily Users
2021-07-12,0.2953,,0.2012,,0.1331,,0.0611,,0.3090,,0.2189,,0.1781,,0.0826,,0.0732,,0.1480,,0.1848,,,257,0.0611,330,0.0539,496,0.0440,268,0.0599,172,0.0747,328,0.0541,351,0.0523,448,0.0463,164,0.0765,682,0.0375,669,0.0379,us,Twitter,Daily Users
2021-07-19,0.2692,,0.2472,,0.1180,,0.0490,,0.2470,,0.2766,,0.1541,,0.0749,,0.0443,,0.1286,,0.2077,,,255,0.0614,293,0.0573,393,0.0494,238,0.0635,149,0.0803,321,0.0547,288,0.0577,383,0.0501,159,0.0777,579,0.0407,600,0.0400,us,Twitter,Daily Users
2021-07-26,0.2554,,0.2230,,0.0795,,0.0703,,0.2860,,0.2328,,0.1013,,0.0783,,0.0915,,0.1210,,0.1845,,,263,0.0604,367,0.0512,467,0.0453,242,0.0630,185,0.0721,363,0.0514,286,0.0579,460,0.0457,157,0.0782,692,0.0373,647,0.0385,us,Twitter,Daily Users
2021-08-02,0.2802,,0.1818,,0.1331,0.0535,0.0329,,0.2906,,0.2128,,0.1662,0.0648,0.0658,,0.0311,-0.0604,0.1199,,0.2039,,,314,0.0553,351,0.0523,460,0.0457,242,0.0630,181,0.0728,409,0.0485,312,0.0555,422,0.0477,163,0.0768,687,0.0374,680,0.0376,us,Twitter,Daily Users
2021-08-09,0.3023,,0.2024,,0.1295,,0.0474,,0.2596,,0.2523,,0.1483,,0.0865,,0.0544,,0.1354,,0.2063,,,274,0.0592,393,0.0494,456,0.0459,277,0.0589,157,0.0782,422,0.0477,321,0.0547,441,0.0467,171,0.0749,767,0.0354,633,0.0390,us,Twitter,Daily Users
2021-08-16,0.2714,,0.2794,0.0770,0.1077,,0.0583,,0.2046,,0.2949,,0.1643,,0.0797,,0.0757,,0.1543,,0.1875,,,268,0.0599,353,0.0522,508,0.0435,304,0.0562,142,0.0822,409,0.0485,321,0.0547,493,0.0441,197,0.0698,749,0.0358,684,0.0375,us,Twitter,Daily Users
2021-08-23,0.2552,,0.2588,,0.1290,,0.0469,,0.2128,,0.2879,,0.1796,,0.0694,,0.0577,,0.1424,,0.2053,,,291,0.0574,369,0.0510,477,0.0449,280,0.0586,164,0.0765,413,0.0482,322,0.0546,454,0.0460,182,0.0726,740,0.0360,677,0.0377,us,Twitter,Daily Users
2021-08-30,0.2849,,0.2086,,0.1189,,0.0699,,0.3546,0.1418,0.2091,-0.0788,0.1529,,0.0880,,0.0696,,0.1328,,0.2020,,,284,0.0582,400,0.0490,484,0.0445,285,0.0581,157,0.0782,448,0.0463,309,0.0558,474,0.0450,179,0.0732,746,0.0359,707,0.0369,us,Twitter,Daily Users
2021-09-06,0.2817,,0.2265,,0.0867,,0.0392,,0.3031,,0.2475,,0.1299,,0.0504,-0.0376,0.0252,,0.1157,,0.1986,,,297,0.0569,451,0.0461,506,0.0436,307,0.0559,163,0.0768,479,0.0448,355,0.0520,514,0.0432,195,0.0702,825,0.0341,736,0.0361,us,Twitter,Daily Users
2021-09-13,0.2341,,0.2087,,0.0986,,0.0313,,0.2315,,0.2108,,0.1642,,0.0487,,0.0323,,0.0973,,0.1784,,,276,0.0590,370,0.0509,547,0.0419,281,0.0585,167,0.0758,379,0.0503,360,0.0517,510,0.0434,170,0.0752,719,0.0365,755,0.0357,us,Twitter,Daily Users
2021-09-20,0.3707,0.1366,0.2174,,0.1090,,0.0466,,0.4140,0.1824,0.2576,,0.1534,,0.0650,,0.0441,,0.1436,0.0463,0.2045,,,267,0.0600,360,0.0517,497,0.0440,298,0.0568,142,0.0822,396,0.0492,338,0.0533,477,0.0449,190,0.0711,745,0.0359,676,0.0377,us,Twitter,Daily Users
2021-09-27,0.2133,-0.1574,0.1834,,0.1099,,0.0694,,0.2513,-0.1626,0.1763,-0.0814,0.1369,,0.0884,,0.0744,,0.1027,-0.0409,0.1790,,,271,0.0595,383,0.0501,485,0.0445,283,0.0583,175,0.0741,400,0.0490,297,0.0569,491,0.0442,184,0.0722,701,0.0370,721,0.0365,us,Twitter,Daily Users
2021-10-04,0.2937,0.0804,0.1986,,0.1200,,0.0617,,0.3238,,0.2226,,0.1583,,0.0790,,0.0606,,0.1228,,0.2054,,,270,0.0596,387,0.0498,476,0.0449,264,0.0603,151,0.0798,427,0.0474,323,0.0545,421,0.0478,146,0.0811,693,0.0372,704,0.0369,us,Twitter,Daily Users
2021-10-11,0.2477,,0.2727,0.0742,0.1257,,0.0310,,0.3054,,0.2666,,0.1394,,0.0802,,0.0355,,0.1216,,0.2207,,,281,0.0585,370,0.0509,486,0.0445,289,0.0576,161,0.0772,409,0.0485,333,0.0537,440,0.0467,169,0.0754,748,0.0358,678,0.0376,us,Twitter,Daily Users
2021-10-18,0.2693,,0.2396,,0.1114,,0.0477,,0.2875,,0.2490,,0.1304,,0.0880,,0.0528,,0.1153,,0.2106,,,265,0.0602,327,0.0542,461,0.0456,260,0.0608,131,0.0856,394,0.0494,302,0.0564,428,0.0474,157,0.0782,662,0.0381,651,0.0384,us,Twitter,Daily Users
2021-10-25,0.2456,,0.2061,,0.1091,,0.0679,,0.2561,,0.2098,,0.1669,,0.0747,,0.0771,,0.1174,,0.1970,,,294,0.0572,415,0.0481,483,0.0446,275,0.0591,169,0.0754,462,0.0456,323,0.0545,465,0.0454,180,0.0730,752,0.0357,714,0.0367,us,Twitter,Daily Users
2021-11-01,0.3355,0.0899,0.2538,,0.1188,,0.0504,,0.3687,0.1126,0.2743,0.0645,0.1657,,0.0688,,0.0443,,0.1520,,0.2176,,,270,0.0596,418,0.0479,480,0.0447,284,0.0582,160,0.0775,434,0.0470,324,0.0544,477,0.0449,178,0.0735,733,0.0362,720,0.0365,us,Twitter,Daily Users
2021-11-08,0.2672,,0.1938,,0.1421,,0.0622,,0.2742,,0.2105,-0.0638,0.1423,,0.1168,0.0479,0.0656,,0.1192,,0.2138,,,241,0.0631,366,0.0512,469,0.0453,259,0.0609,135,0.0843,405,0.0487,288,0.0577,452,0.0461,171,0.0749,713,0.0367,623,0.0393,us,Twitter,Daily Users
2021-11-15,0.1923,,0.2550,,0.1239,,0.0417,,0.1869,,0.2401,,0.1658,,0.0816,,0.0457,,0.1323,,0.1812,,,241,0.0631,337,0.0534,382,0.0501,265,0.0602,121,0.0891,381,0.0502,261,0.0607,409,0.0485,171,0.0749,640,0.0387,585,0.0405,us,Twitter,Daily Users
2021-11-22,0.2738,0.0815,0.2032,,0.1351,,0.0690,,0.2950,0.1082,0.2320,,0.1543,,0.0892,,0.0710,,0.1383,,0.1938,,,275,0.0591,387,0.0498,516,0.0431,278,0.0588,170,0.0752,408,0.0485,343,0.0529,468,0.0453,157,0.0782,709,0.0368,746,0.0359,us,Twitter,Daily Users
2021-11-29,0.2555,,0.2098,,0.1325,,0.0485,,0.2401,,0.2271,,0.1731,,0.0846,,0.0690,,0.1220,,0.1990,,,260,0.0608,390,0.0496,480,0.0447,285,0.0581,154,0.0790,408,0.0485,316,0.0551,486,0.0445,195,0.0702,726,0.0364,688,0.0374,us,Twitter,Daily Users
2021-12-06,0.2299,,0.2425,,0.1346,,0.0739,,0.2392,,0.2510,,0.1626,,0.0997,,0.0908,,0.1229,,0.2191,,,218,0.0664,356,0.0519,463,0.0455,241,0.0631,106,0.0952,388,0.0498,310,0.0557,429,0.0473,149,0.0803,659,0.0382,619,0.0394,us,Twitter,Daily Users
2021-12-13,0.2767,,0.2843,,0.1339,,0.0467,,0.2200,,0.3088,,0.1561,,0.0967,,0.0467,,0.1490,,0.2255,,,189,0.0713,302,0.0564,357,0.0519,202,0.0690,104,0.0961,319,0.0549,247,0.0624,347,0.0526,134,0.0847,543,0.0421,508,0.0435,us,Twitter,Daily Users
2021-12-20,0.2359,,0.2117,-0.0726,0.1379,,0.0461,,0.1968,,0.2504,,0.1542,,0.0728,,0.0340,,0.1175,,0.2028,,,245,0.0626,399,0.0491,453,0.0460,264,0.0603,148,0.0806,416,0.0480,322,0.0546,421,0.0478,168,0.0756,693,0.0372,667,0.0379,us,Twitter,Daily Users
2021-12-27,0.2843,,0.2151,,0.1174,,0.0496,,0.2799,,0.2353,,0.1452,,0.0809,,0.0603,,0.1108,,0.2060,,,235,0.0639,429,0.0473,575,0.0409,292,0.0574,131,0.0856,449,0.0462,381,0.0502,516,0.0431,190,0.0711,780,0.0351,751,0.0358,us,Twitter,Daily Users
2022-01-03,0.2047,-0.0796,0.2225,,0.0911,,0.0602,,0.2035,,0.2189,,0.1285,,0.0631,,0.0489,,0.1085,,0.1729,,,278,0.0588,419,0.0479,584,0.0406,326,0.0543,178,0.0735,454,0.0460,413,0.0482,520,0.0430,201,0.0691,853,0.0336,755,0.0357,us,Twitter,Daily Users
2022-01-10,0.2447,,0.2232,,0.1222,,0.0691,,0.3002,,0.2194,,0.1469,,0.0766,,0.0548,,0.1273,,0.2065,,,242,0.0630,402,0.0489,433,0.0471,258,0.0610,162,0.0770,415,0.0481,326,0.0543,399,0.0491,173,0.0745,707,0.0369,628,0.0391,us,Twitter,Daily Users
2022-01-17,0.2349,,0.2314,,0.1128,,0.0716,,0.2757,,0.2309,,0.1243,,0.0837,,0.0542,,0.1252,,0.1978,,,280,0.0586,428,0.0474,483,0.0446,309,0.0558,174,0.0743,460,0.0457,392,0.0495,412,0.0483,182,0.0726,762,0.0355,738,0.0361,us,Twitter,Daily Users
2022-01-24,0.2370,,0.2306,,0.1417,,0.0469,,0.2290,,0.2350,,0.1755,,0.0726,,0.0465,,0.1160,,0.2197,,,284,0.0582,408,0.0485,475,0.0450,291,0.0574,163,0.0768,460,0.0457,375,0.0506,420,0.0478,179,0.0732,751,0.0358,707,0.0369,us,Twitter,Daily Users
2022-01-31,0.2942,,0.2173,,0.1248,,0.0515,,0.3393,0.1104,0.2207,,0.1689,,0.0555,,0.0390,,0.1216,,0.2029,,,259,0.0609,408,0.0485,505,0.0436,320,0.0548,156,0.0785,450,0.0462,395,0.0493,439,0.0468,196,0.0700,719,0.0365,773,0.0352,us,Twitter,Daily Users
2022-02-07,0.2159,,0.2343,,0.0876,,0.0616,,0.2329,,0.2277,,0.1165,,0.0637,,0.0621,,0.1221,,0.1712,,,263,0.0604,372,0.0508,516,0.0431,259,0.0609,152,0.0795,430,0.0473,363,0.0514,421,0.0478,145,0.0814,740,0.0360,670,0.0379,us,Twitter,Daily Users
2022-02-14,0.2426,,0.1845,,0.1047,,0.0484,,0.2202,,0.2019,,0.1398,,0.0674,,0.0620,,0.1258,,0.1510,,,222,0.0658,298,0.0568,427,0.0474,250,0.0620,139,0.0831,339,0.0532,295,0.0571,370,0.0509,145,0.0814,600,0.0400,597,0.0401,us,Twitter,Daily Users
2022-02-21,0.2985,,0.2213,,0.1318,,0.0401,,0.3231,,0.2414,,0.1253,,0.0806,,0.0485,,0.1350,,0.2117,0.0608,,251,0.0619,344,0.0528,428,0.0474,271,0.0595,166,0.0761,391,0.0496,314,0.0553,367,0.0512,145,0.0814,724,0.0364,570,0.0410,us,Twitter,Daily Users
2022-02-28,0.2080,-0.0905,0.2209,,0.0860,-0.0459,0.0487,,0.2141,-0.1090,0.2279,,0.1113,,0.0583,,0.0438,,0.1147,,0.1643,,,219,0.0662,317,0.0550,424,0.0476,231,0.0645,151,0.0798,325,0.0544,311,0.0556,364,0.0514,132,0.0853,652,0.0384,538,0.0423,us,Twitter,Daily Users
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright © 2022 Morning Consult. All Rights Reserved.
